timestamp,valid_for_time,price,regime,regime_state,strategy_used,signal,volatility,noise_level,trend_deviation
2019.08.12 10:00,2019.08.12 11:00,105.486,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.063589,0.095462,-0.000916
2019.08.13 11:00,2019.08.13 12:00,105.295,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.050103,0.060412,0.00032
2019.08.15 10:00,2019.08.15 11:00,106.248,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.124201,0.146323,0.000719
2019.08.16 11:00,2019.08.16 12:00,106.31,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.058077,0.099572,0.000349
2019.08.19 11:00,2019.08.19 12:00,106.581,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.06888,0.1153,0.000204
2019.08.22 14:00,2019.08.22 15:00,106.582,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.069541,0.106873,-0.000637
2019.08.23 16:00,2019.08.23 17:00,106.511,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.065004,0.069369,0.000671
2019.08.27 10:00,2019.08.27 11:00,105.735,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.048909,0.056536,-0.001936
2019.08.28 22:00,2019.08.28 23:00,106.173,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.052144,0.08054,0.000895
2019.08.30 18:00,2019.08.30 19:00,106.292,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.073067,0.109682,-0.000983
2019.09.03 11:00,2019.09.03 12:00,106.047,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.04872,0.038378,2.3e-05
2019.09.05 04:00,2019.09.05 05:00,106.69,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.098134,0.171514,0.001103
2019.09.12 02:00,2019.09.12 03:00,108.014,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.058754,0.096849,0.00045
2019.09.16 00:00,2019.09.16 01:00,107.735,TENDENCIA_BAJISTA,2,BREAKOUT_BEAR,-1,0.111852,0.177266,-5.3e-05
2019.09.18 21:00,2019.09.18 22:00,108.341,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.06467,0.098056,2.5e-05
